Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,MatchID
1966,15 Jul 1966 - 19:30 ,Group 2,Hillsborough,Sheffield ,Spain,2,1,Switzerland, ,32028,0,1,1641
1966,15 Jul 1966 - 19:30 ,Group 3,Goodison Park,Liverpool ,Hungary,3,1,Brazil, ,51387,1,1,1597
1966,15 Jul 1966 - 19:30 ,Group 4,Ayresome Park,Middlesbrough ,Korea DPR,1,1,Chile, ,13792,0,1,1609
1966,16 Jul 1966 - 15:00 ,Group 3,Old Trafford Stadium,Manchester ,Portugal,3,0,Bulgaria, ,25438,2,0,1602
1966,16 Jul 1966 - 15:00 ,Group 2,Villa Park,Birmingham ,Germany FR,0,0,Argentina, ,46587,0,0,1579
1966,16 Jul 1966 - 15:00 ,Group 4,Roker Park Ground,Sunderland ,Soviet Union,1,0,Italy, ,27793,0,0,1682
1966,16 Jul 1966 - 19:30 ,Group 1,Wembley Stadium,London ,England,2,0,Mexico, ,92570,1,0,1634
1966,19 Jul 1966 - 16:30 ,Group 1,Wembley Stadium,London ,Uruguay,0,0,Mexico, ,61112,0,0,1689
1966,19 Jul 1966 - 19:30 ,Group 2,Hillsborough,Sheffield ,Argentina,2,0,Switzerland, ,32127,0,0,1582
1966,19 Jul 1966 - 19:30 ,Group 3,Goodison Park,Liverpool ,Portugal,3,1,Brazil, ,58479,2,0,1598
1966,19 Jul 1966 - 19:30 ,Group 4,Ayresome Park,Middlesbrough ,Korea DPR,1,0,Italy, ,17829,1,0,1679
1966,20 Jul 1966 - 19:30 ,Group 1,Wembley Stadium,London ,England,2,0,France, ,98270,1,0,1632
1966,20 Jul 1966 - 19:30 ,Group 3,Old Trafford Stadium,Manchester ,Hungary,3,1,Bulgaria, ,24129,2,1,1599
1966,20 Jul 1966 - 19:30 ,Group 2,Villa Park,Birmingham ,Germany FR,2,1,Spain, ,42187,1,1,1637
1966,20 Jul 1966 - 19:30 ,Group 4,Roker Park Ground,Sunderland ,Soviet Union,2,1,Chile, ,16027,1,1,1610
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Wembley Stadium,London ,England,1,0,Argentina, ,90584,0,0,1577
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Hillsborough,Sheffield ,Germany FR,4,0,Uruguay, ,40007,1,0,1660
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Roker Park Ground,Sunderland ,Soviet Union,2,1,Hungary, ,26844,1,0,1676
1966,23 Jul 1966 - 15:00 ,Quarter-finals,Goodison Park,Liverpool ,Portugal,5,3,Korea DPR, ,40248,2,3,1702
1966,25 Jul 1966 - 19:30 ,Semi-finals,Goodison Park,Liverpool ,Germany FR,2,1,Soviet Union, ,38273,1,0,1659
1966,26 Jul 1966 - 19:30 ,Semi-finals,Wembley Stadium,London ,England,2,1,Portugal, ,94493,1,0,1635
1966,28 Jul 1966 - 19:30 ,Match for third place,Wembley Stadium,London ,Portugal,2,1,Soviet Union, ,87696,1,1,1709
1966,30 Jul 1966 - 15:00 ,Final,Wembley Stadium,London ,England,4,2,Germany FR,England win after extra time ,96924,0,0,1633
1970,31 May 1970 - 12:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,0,0,Soviet Union, ,107160,0,0,1902
1970,02 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Puebla ,Uruguay,2,0,Israel, ,20654,1,0,1881
1970,02 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Peru,3,2,Bulgaria, ,13765,0,1,1780
1970,02 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,England,1,0,Romania, ,50560,0,0,1812
1970,03 Jun 1970 - 16:00 ,Group 2,Luis Dosal,Toluca ,Italy,1,0,Sweden, ,13433,1,0,1883
1970,03 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Germany FR,2,1,Morocco, ,12942,0,1,1839
1970,03 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Brazil,4,1,Czechoslovakia, ,52897,1,1,1770
1970,03 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico City ,Belgium,3,0,El Salvador, ,92205,1,0,1747
1970,06 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Puebla ,Uruguay,0,0,Italy, ,29968,0,0,1884
1970,06 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Peru,3,0,Morocco, ,13537,0,0,1893
1970,06 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Romania,2,1,Czechoslovakia, ,56818,0,1,1919
1970,06 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico City ,Soviet Union,4,1,Belgium, ,95261,1,0,1753
1970,07 Jun 1970 - 12:00 ,Group 2,Luis Dosal,Toluca ,Sweden,1,1,Israel, ,9624,0,0,1880
1970,07 Jun 1970 - 12:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Germany FR,5,2,Bulgaria, ,12710,2,1,1774
1970,07 Jun 1970 - 12:00 ,Group 3,Jalisco,Guadalajara ,Brazil,1,0,England, ,66843,0,0,1764
1970,07 Jun 1970 - 12:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,4,0,El Salvador, ,103058,1,0,1820
1970,10 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Puebla ,Sweden,1,0,Uruguay, ,18163,0,0,1922
1970,10 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Germany FR,3,1,Peru, ,17875,3,1,1840
1970,10 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Brazil,3,2,Romania, ,50804,2,1,1769
1970,10 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico City ,Soviet Union,2,0,El Salvador, ,89979,0,0,1823
1970,11 Jun 1970 - 16:00 ,Group 2,Luis Dosal,Toluca ,Italy,0,0,Israel, ,9890,0,0,1877
1970,11 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Bulgaria,1,1,Morocco, ,12299,1,0,1779
1970,11 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,England,1,0,Czechoslovakia, ,49292,0,0,1813
1970,11 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,1,0,Belgium, ,108192,1,0,1752
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Luis Dosal,Toluca ,Italy,4,1,Mexico, ,26851,1,1,1882
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Nou Camp - Estadio Le�n,Leon ,Germany FR,3,2,England,Germany FR win after extra time ,23357,0,0,1811
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Jalisco,Guadalajara ,Brazil,4,2,Peru, ,54233,2,1,1768
1970,14 Jun 1970 - 12:00 ,Quarter-finals,Estadio Azteca,Mexico City ,Uruguay,1,0,Soviet Union,Uruguay win after extra time ,26085,0,0,1925
1970,17 Jun 1970 - 16:00 ,Semi-finals,Jalisco,Guadalajara ,Brazil,3,1,Uruguay, ,51261,1,1,1771
1970,17 June 1970 - 16:00 ,Semi-finals,Estadio Azteca,Mexico City ,Italy,4,3,Germany FR,Italy win after extra time ,102444,0,0,1838
1970,20 Jun 1970 - 16:00 ,Match for third place,Estadio Azteca,Mexico City ,Germany FR,1,0,Uruguay, ,104403,1,0,1843
1970,21 Jun 1970 - 12:00 ,Final,Estadio Azteca,Mexico City ,Brazil,4,1,Italy, ,107412,1,1,1765
1974,13 Jun 1974 - 17:00 ,Group 2,Waldstadion,Frankfurt/Main ,Brazil,0,0,Yugoslavia, ,62000,0,0,1986
1974,14 Jun 1974 - 16:00 ,Group 1,Olympiastadion,Berlin West ,Germany FR,1,0,Chile, ,81100,1,0,2003
1974,14 Jun 1974 - 19:30 ,Group 1,Volksparkstadion,Hamburg ,German DR,2,0,Australia, ,17000,0,0,1955
1974,14 Jun 1974 - 19:30 ,Group 2,Westfalenstadion,Dortmund ,Zaire,0,2,Scotland, ,27000,0,2,2176
1974,15 Jun 1974 - 16:00 ,Group 3,Niedersachsenstadion,Hanover ,Uruguay,0,2,Netherlands, ,55100,0,1,2098
1974,15 Jun 1974 - 16:00 ,Group 3,Rheinstadion,D�Sseldorf ,Sweden,0,0,Bulgaria, ,23800,0,0,1995
1974,15 Jun 1974 - 18:00 ,Group 4,Olympiastadion,Munich ,Italy,3,1,Haiti, ,53000,0,0,2083
1974,15 Jun 1974 - 18:00 ,Group 4,Neckarstadion,Stuttgart ,Poland,3,2,Argentina, ,32700,2,0,1952
1974,18 Jun 1974 - 16:00 ,Group 1,Volksparkstadion,Hamburg ,Australia,0,3,Germany FR, ,53300,0,2,1954
1974,18 Jun 1974 - 19:30 ,Group 2,Waldstadion,Frankfurt/Main ,Scotland,0,0,Brazil, ,62000,0,0,1985
1974,18 Jun 1974 - 19:30 ,Group 1,Olympiastadion,Berlin West ,Chile,1,1,German DR, ,28300,0,0,2004
1974,18 Jun 1974 - 19:30 ,Group 2,Parkstadion,Gelsenkirchen ,Yugoslavia,9,0,Zaire, ,31700,6,0,2186
1974,19 Jun 1974 - 19:30 ,Group 3,Westfalenstadion,Dortmund ,Netherlands,0,0,Sweden, ,53700,0,0,2097
1974,19 Jun 1974 - 19:30 ,Group 3,Niedersachsenstadion,Hanover ,Bulgaria,1,1,Uruguay, ,13400,0,0,1996
1974,19 Jun 1974 - 19:30 ,Group 4,Olympiastadion,Munich ,Haiti,0,7,Poland, ,25300,0,5,2085
1974,19 Jun 1974 - 19:30 ,Group 4,Neckarstadion,Stuttgart ,Argentina,1,1,Italy, ,70100,1,1,1949
1974,22 Jun 1974 - 16:00 ,Group 2,Waldstadion,Frankfurt/Main ,Scotland,1,1,Yugoslavia, ,56000,0,0,2175
1974,22 Jun 1974 - 16:00 ,Group 1,Olympiastadion,Berlin West ,Australia,0,0,Chile, ,17400,0,0,1953
1974,22 Jun 1974 - 16:00 ,Group 2,Parkstadion,Gelsenkirchen ,Zaire,0,3,Brazil, ,36200,0,1,1987
1974,22 June 1974 - 19:30 ,Group 1,Volksparkstadion,Hamburg ,German DR,1,0,Germany FR, ,60200,0,0,2062
1974,23 Jun 1974 - 16:00 ,Group 3,Westfalenstadion,Dortmund ,Bulgaria,1,4,Netherlands, ,53300,0,2,1990
1974,23 Jun 1974 - 16:00 ,Group 4,Olympiastadion,Munich ,Argentina,4,1,Haiti, ,25900,2,0,1947
1974,23 Jun 1974 - 16:00 ,Group 3,Rheinstadion,D�Sseldorf ,Sweden,3,0,Uruguay, ,28300,0,0,2181
1974,23 Jun 1974 - 16:00 ,Group 4,Neckarstadion,Stuttgart ,Poland,2,1,Italy, ,70100,2,0,2129
1974,26 Jun 1974 - 16:00 ,Group B,Rheinstadion,D�Sseldorf ,Yugoslavia,0,2,Germany FR, ,67385,0,1,2066
1974,26 Jun 1974 - 19:30 ,Group A,Niedersachsenstadion,Hanover ,Brazil,1,0,German DR, ,59863,0,0,1982
1974,26 Jun 1974 - 19:30 ,Group A,Parkstadion,Gelsenkirchen ,Netherlands,4,0,Argentina, ,56548,2,0,1948
1974,26 Jun 1974 - 19:30 ,Group B,Neckarstadion,Stuttgart ,Sweden,0,1,Poland, ,44955,0,1,2167
1974,30 Jun 1974 - 16:00 ,Group A,Niedersachsenstadion,Hanover ,Argentina,1,2,Brazil, ,39400,1,1,1945
1974,30 Jun 1974 - 16:00 ,Group B,Waldstadion,Frankfurt/Main ,Poland,2,1,Yugoslavia, ,58000,1,1,2170
1974,30 Jun 1974 - 16:00 ,Group A,Parkstadion,Gelsenkirchen ,German DR,0,2,Netherlands, ,68348,0,1,2067
1974,30 Jun 1974 - 19:30 ,Group B,Rheinstadion,D�Sseldorf ,Germany FR,4,2,Sweden, ,67800,0,1,2065
1974,03 Jul 1974 - 17:00 ,Group B,Waldstadion,Frankfurt/Main ,Poland,0,1,Germany FR, ,62000,0,0,2064
1974,03 Jul 1974 - 19:30 ,Group A,Westfalenstadion,Dortmund ,Netherlands,2,0,Brazil, ,53700,0,0,1983
1974,03 Jul 1974 - 19:30 ,Group A,Parkstadion,Gelsenkirchen ,Argentina,1,1,German DR, ,54254,1,1,1946
1974,03 Jul 1974 - 19:30 ,Group B,Rheinstadion,D�Sseldorf ,Sweden,2,1,Yugoslavia, ,41300,1,1,2182
1974,06 Jul 1974 - 16:00 ,Match for third place,Olympiastadion,Munich ,Brazil,0,1,Poland, ,77100,0,0,1984
1974,07 July 1974 - 16:00 ,Final,Olympiastadion,Munich ,Netherlands,1,2,Germany FR, ,78200,1,2,2063
1978,01 Jun 1978 - 15:00 ,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany FR,0,0,Poland, ,67579,0,0,2351
1978,02 Jun 1978 - 13:45 ,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,Italy,2,1,France, ,42373,1,1,2347
1978,02 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Tunisia,3,1,Mexico, ,17396,0,1,2433
1978,02 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,2,1,Hungary, ,71615,1,1,2199
1978,03 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Sweden,1,1,Brazil, ,32569,1,1,2253
1978,03 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Buenos Aires ,Austria,2,1,Spain, ,40841,1,1,2216
1978,03 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Peru,3,1,Scotland, ,37927,1,1,2451
1978,03 Jun 1978 - 16:45 ,Group 4,San Martin,Mendoza ,Netherlands,3,0,IR Iran, ,33431,1,0,2388
1978,06 Jun 1978 - 13:45 ,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,Italy,3,1,Hungary, ,26533,2,0,2396
1978,06 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Poland,1,0,Tunisia, ,9624,1,0,2454
1978,06 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany FR,6,0,Mexico, ,35258,4,0,2350
1978,06 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,2,1,France, ,71666,1,0,2197
1978,07 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Brazil,0,0,Spain, ,34771,0,0,2246
1978,07 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Buenos Aires ,Austria,1,0,Sweden, ,41424,1,0,2224
1978,07 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Scotland,1,1,IR Iran, ,7938,1,0,2408
1978,07 Jun 1978 - 16:45 ,Group 4,San Martin,Mendoza ,Netherlands,0,0,Peru, ,28125,0,0,2394
1978,10 Jun 1978 - 15:10 ,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,France,3,1,Hungary, ,23127,3,1,2344
1978,10 Jun 1978 - 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Poland,3,1,Mexico, ,22651,1,0,2431
1978,10 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany FR,0,0,Tunisia, ,30667,0,0,2352
1978,10 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Italy,1,0,Argentina, ,71712,0,0,2200
1978,11 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Brazil,1,0,Austria, ,35221,1,0,2215
1978,11 Jun 1978 - 13:45 ,Group 3,Jose Amalfitani,Buenos Aires ,Spain,1,0,Sweden, ,42132,0,0,2337
1978,11 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Peru,4,1,Iran, ,21262,3,1,2405
1978,11 Jun 1978 - 16:45 ,Group 4,San Martin,Mendoza ,Scotland,3,2,Netherlands, ,35130,1,1,2395
1978,14 Jun 1978 - 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany FR,0,0,Italy, ,67547,0,0,2349
1978,14 Jun 1978 - 13:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba ,Netherlands,5,1,Austria, ,25050,3,0,2220
1978,14 Jun 1978 - 16:45 ,Group B,San Martin,Mendoza ,Brazil,3,0,Peru, ,31278,2,0,2251
1978,14 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,2,0,Poland, ,37091,1,0,2202
1978,18 Jun 1978 - 13:45 ,Group B,San Martin,Mendoza ,Poland,1,0,Peru, ,35288,0,0,2450
1978,18 Jun 1978 - 16:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Italy,1,0,Austria, ,66695,1,0,2221
1978,18 Jun 1978 - 16:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany FR,2,2,Netherlands, ,40750,1,1,2348
1978,18 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,0,0,Brazil, ,37326,0,0,2196
1978,21 Jun 1978 - 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Netherlands,2,1,Italy, ,67433,0,1,2391
1978,21 Jun 1978 - 13:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba ,Austria,3,2,Germany FR, ,38318,0,1,2217
1978,21 Jun 1978 - 16:45 ,Group B,San Martin,Mendoza ,Brazil,3,1,Poland, ,39586,1,1,2252
1978,21 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,6,0,Peru, ,37315,2,0,2201
1978,24 Jun 1978 - 15:00 ,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Brazil,2,1,Italy, ,69659,0,1,2247
1978,25 Jun 1978 - 15:00 ,Final,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,3,1,Netherlands,Argentina win after extra time ,71483,0,0,2198
1982,13 Jun 1982 - 20:00 ,Group 3,Camp Nou,Barcelona ,Argentina,0,1,Belgium, ,95000,0,0,749
1982,14 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Vigo ,Italy,0,0,Poland, ,33000,0,0,995
1982,14 Jun 1982 - 21:00 ,Group 6,Ramon Sanchez Pizjuan,Seville ,Brazil,2,1,Soviet Union, ,68000,0,1,791
1982,15 Jun 1982 - 17:15 ,Group 1,Riazor,La Coru�A ,Peru,0,0,Cameroon, ,11000,0,0,833
1982,15 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Hungary,10,1,El Salvador, ,23000,3,0,896
1982,15 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Malaga ,Scotland,5,2,New Zealand, ,36000,3,0,1051
1982,16 Jun 1982 - 17:15 ,Group 2,El Molinon,Gijon ,Germany FR,1,2,Algeria, ,42000,0,0,741
1982,16 Jun 1982 - 17:15 ,Group 4,San Mames,Bilbao ,England,3,1,France, ,44172,1,1,878
1982,16 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Valencia ,Spain,1,1,Honduras, ,49562,0,1,901
1982,17 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Chile,0,1,Austria, ,22500,0,1,764
1982,17 Jun 1982 - 17:45 ,Group 4,Jose Zorrilla,Valladolid ,Czechoslovakia,1,1,Kuwait, ,25000,1,0,1012
1982,17 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Yugoslavia,0,0,Northern Ireland, ,25000,0,0,1044
1982,18 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Vigo ,Italy,1,1,Peru, ,25000,1,0,994
1982,18 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Alicante ,Argentina,4,1,Hungary, ,32093,2,0,752
1982,18 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Seville ,Brazil,4,1,Scotland, ,47379,1,1,790
1982,19 Jun 1982 - 19:15 ,Group 1,Riazor,La Coru�A ,Poland,0,0,Cameroon, ,19000,0,0,834
1982,19 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Belgium,1,0,El Salvador, ,15000,1,0,774
1982,19 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Malaga ,Soviet Union,3,0,New Zealand, ,19000,1,0,1054
1982,20 Jun 1982 - 17:15 ,Group 2,El Molinon,Gijon ,Germany FR,4,1,Chile, ,42000,1,0,813
1982,20 Jun 1982 - 17:15 ,Group 4,San Mames,Bilbao ,England,2,0,Czechoslovakia, ,41123,0,0,889
1982,20 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Valencia ,Spain,2,1,Yugoslavia, ,48000,1,1,903
1982,21 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Algeria,0,2,Austria, ,22000,0,0,739
1982,21 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,Valladolid ,France,4,1,Kuwait, ,30043,2,0,919
1982,21 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Honduras,1,1,Northern Ireland, ,15000,0,1,959
1982,22 Jun 1982 - 17:15 ,Group 1,Riazor,La Coru�A ,Poland,5,1,Peru, ,25000,0,0,1055
1982,22 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Belgium,1,1,Hungary, ,37000,0,1,779
1982,22 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Malaga ,Soviet Union,2,2,Scotland, ,45000,0,1,1071
1982,23 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Vigo ,Italy,1,1,Cameroon, ,20000,0,0,828
1982,23 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Alicante ,Argentina,2,0,El Salvador, ,32500,1,0,751
1982,23 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Seville ,Brazil,4,0,New Zealand, ,43000,2,0,789
1982,24 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Algeria,3,2,Chile, ,16000,3,0,740
1982,24 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,Valladolid ,France,1,1,Czechoslovakia, ,28000,0,0,922
1982,24 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Honduras,0,1,Yugoslavia, ,25000,0,0,962
1982,25 Jun 1982 - 17:15 ,Group 2,El Molinon,Gijon ,Germany FR,1,0,Austria, ,41000,1,0,770
1982,25 Jun 1982 - 17:15 ,Group 4,San Mames,Bilbao ,England,1,0,Kuwait, ,39700,1,0,882
1982,25 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Valencia ,Northern Ireland,1,0,Spain, ,49562,0,0,902
1982,28 Jun 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,Austria,0,1,France, ,37000,0,1,767
1982,28 Jun 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Poland,3,0,Belgium, ,65000,2,0,782
1982,29 Jun 1982 - 17:15 ,Group 3,Sarria,Barcelona ,Italy,2,1,Argentina, ,43000,0,0,753
1982,29 Jun 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Germany FR,0,0,England, ,75000,0,0,879
1982,01 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,Austria,2,2,Northern Ireland, ,20000,0,1,771
1982,01 Jul 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Belgium,0,1,Soviet Union, ,45000,0,0,783
1982,02 Jul 1982 - 17:15 ,Group 3,Sarria,Barcelona ,Argentina,1,3,Brazil, ,44000,0,1,750
1982,02 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Germany FR,2,1,Spain, ,90089,0,0,900
1982,04 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,France,4,1,Northern Ireland, ,37000,1,0,920
1982,04 Jul 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Poland,0,0,Soviet Union, ,65000,0,0,1058
