Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,MatchID
1998,15 Jun 1998 - 17:30 ,Group G,Stade de Gerland,Lyon ,Romania,1,0,Colombia, ,39100,1,0,8739
1998,15 Jun 1998 - 21:00 ,Group F,Parc des Princes,Paris ,Germany,2,0,USA, ,45500,1,0,8738
1998,16 Jun 1998 - 17:30 ,Group A,Stade du Parc Lescure,Bordeaux ,Scotland,1,1,Norway, ,31800,0,0,8741
1998,16 Jun 1998 - 21:00 ,Group A,La Beaujoire,Nantes ,Brazil,3,0,Morocco, ,35500,2,0,8742
1998,17 Jun 1998 - 17:30 ,Group B,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1,1,Austria, ,30600,0,0,8743
1998,17 Jun 1998 - 21:00 ,Group B,La Mosson,Montpellier ,Italy,3,0,Cameroon, ,29800,1,0,8744
1998,18 Jun 1998 - 17:30 ,Group C,Stade Municipal,Toulouse ,South Africa,1,1,Denmark, ,33500,0,1,8746
1998,18 Jun 1998 - 21:00 ,Group C,Stade de France,Saint-Denis ,France,4,0,Saudi Arabia, ,80000,1,0,8745
1998,19 Jun 1998 - 17:30 ,Group D,Parc des Princes,Paris ,Nigeria,1,0,Bulgaria, ,45500,1,0,8747
1998,19 Jun 1998 - 21:00 ,Group D,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0,0,Paraguay, ,30600,0,0,8748
1998,20 Jun 1998 - 14:30 ,Group H,La Beaujoire,Nantes ,Japan,0,1,Croatia, ,35500,0,0,8751
1998,20 Jun 1998 - 17:30 ,Group E,Stade du Parc Lescure,Bordeaux ,Belgium,2,2,Mexico, ,31800,1,0,8750
1998,20 Jun 1998 - 21:00 ,Group E,Stade V�lodrome,Marseilles ,Netherlands,5,0,Korea Republic, ,55000,2,0,8749
1998,21 Jun 1998 - 14:30 ,Group F,Stade Felix Bollaert,Lens ,Germany,2,2,Yugoslavia, ,38100,0,1,8753
1998,21 Jun 1998 - 17:30 ,Group H,Parc des Princes,Paris ,Argentina,5,0,Jamaica, ,45500,1,0,8752
1998,21 Jun 1998 - 21:00 ,Group F,Stade de Gerland,Lyon ,USA,1,2,Iran, ,39100,0,1,8754
1998,22 Jun 1998 - 17:30 ,Group G,La Mosson,Montpellier ,Colombia,1,0,Tunisia, ,29800,0,0,8755
1998,22 Jun 1998 - 21:00 ,Group G,Stade Municipal,Toulouse ,Romania,2,1,England, ,33500,0,0,8756
1998,23 Jun 1998 - 16:00 ,Group B,Stade de France,Saint-Denis ,Italy,2,1,Austria, ,80000,0,0,8757
1998,23 Jun 1998 - 16:00 ,Group B,La Beaujoire,Nantes ,Chile,1,1,Cameroon, ,35500,1,0,8760
1998,23 Jun 1998 - 21:00 ,Group A,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0,3,Morocco, ,30600,0,1,8758
1998,23 Jun 1998 - 21:00 ,Group A,Stade V�lodrome,Marseilles ,Brazil,1,2,Norway, ,55000,0,0,8759
1998,24 Jun 1998 - 16:00 ,Group C,Stade de Gerland,Lyon ,France,2,1,Denmark, ,39100,1,1,8762
1998,24 Jun 1998 - 16:00 ,Group C,Stade du Parc Lescure,Bordeaux ,South Africa,2,2,Saudi Arabia, ,31800,1,1,8764
1998,24 Jun 1998 - 21:00 ,Group D,Stade Felix Bollaert,Lens ,Spain,6,1,Bulgaria, ,38100,2,0,8761
1998,24 Jun 1998 - 21:00 ,Group D,Stade Municipal,Toulouse ,Nigeria,1,3,Paraguay, ,33500,1,1,8763
1998,25 Jun 1998 - 16:00 ,Group E,Parc des Princes,Paris ,Belgium,1,1,Korea Republic, ,45500,1,0,8765
1998,25 Jun 1998 - 16:00 ,Group E,Stade Geoffroy Guichard,Saint-Etienne ,Netherlands,2,2,Mexico, ,30600,2,0,8766
1998,25 Jun 1998 - 21:00 ,Group F,La Mosson,Montpellier ,Germany,2,0,Iran, ,29800,0,0,8767
1998,25 Jun 1998 - 21:00 ,Group F,La Beaujoire,Nantes ,USA,0,1,Yugoslavia, ,35500,0,1,8768
1998,26 Jun 1998 - 16:00 ,Group H,Stade de Gerland,Lyon ,Japan,1,2,Jamaica, ,39100,0,1,8771
1998,26 Jun 1998 - 16:00 ,Group H,Stade du Parc Lescure,Bordeaux ,Argentina,1,0,Croatia, ,31800,1,0,8772
1998,26 Jun 1998 - 21:00 ,Group G,Stade de France,Saint-Denis ,Romania,1,1,Tunisia, ,77000,0,1,8769
1998,26 Jun 1998 - 21:00 ,Group G,Stade Felix Bollaert,Lens ,Colombia,0,2,England, ,38100,0,2,8770
1998,27 Jun 1998 - 16:30 ,Round of 16,Stade V�lodrome,Marseilles ,Italy,1,0,Norway, ,55000,1,0,8774
1998,27 Jun 1998 - 21:00 ,Round of 16,Parc des Princes,Paris ,Brazil,4,1,Chile, ,45500,3,0,8773
1998,28 Jun 1998 - 16:30 ,Round of 16,Stade Felix Bollaert,Lens ,France,1,0,Paraguay,France win after extra time ,31800,0,0,8776
1998,28 Jun 1998 - 21:00 ,Round of 16,Stade de France,Saint-Denis ,Nigeria,1,4,Denmark, ,77000,0,2,8775
1998,29 Jun 1998 - 16:30 ,Round of 16,La Mosson,Montpellier ,Germany,2,1,Mexico, ,29800,0,0,8777
1998,29 Jun 1998 - 21:00 ,Round of 16,Stade Municipal,Toulouse ,Netherlands,2,1,Yugoslavia, ,33500,1,0,8778
1998,30 Jun 1998 - 16:30 ,Round of 16,Stade du Parc Lescure,Bordeaux ,Romania,0,1,Croatia, ,31800,0,1,8780
1998,30 Jun 1998 - 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2,2,England,Argentina win on penalties (4 - 3) ,30600,0,0,8779
1998,03 Jul 1998 - 16:30 ,Quarter-finals,Stade de France,Saint-Denis ,Italy,0,0,France,France win on penalties (3 - 4) ,77000,0,0,8781
1998,03 Jul 1998 - 21:00 ,Quarter-finals,La Beaujoire,Nantes ,Brazil,3,2,Denmark, ,35500,2,1,8782
1998,04 Jul 1998 - 16:30 ,Quarter-finals,Stade V�lodrome,Marseilles ,Netherlands,2,1,Argentina, ,55000,1,1,8784
1998,04 Jul 1998 - 21:00 ,Quarter-finals,Stade de Gerland,Lyon ,Germany,0,3,Croatia, ,39100,0,1,8783
1998,07 Jul 1998 - 21:00 ,Semi-finals,Stade V�lodrome,Marseilles ,Brazil,1,1,Netherlands,Brazil win on penalties (4 - 2) ,54000,0,0,8785
1998,08 Jul 1998 - 21:00 ,Semi-finals,Stade de France,Saint-Denis ,France,2,1,Croatia, ,76000,0,0,8786
1998,11 Jul 1998 - 21:00 ,Match for third place,Parc des Princes,Paris ,Netherlands,1,2,Croatia, ,45500,1,2,8787
1998,12 Jul 1998 - 21:00 ,Final,Stade de France,Saint-Denis ,Brazil,0,3,France, ,80000,0,2,8788
2002,31 May 2002 - 20:30 ,Group A,Seoul World Cup Stadium,Seoul ,France,0,1,Senegal, ,62561,0,1,43950001
2002,01 Jun 2002 - 18:00 ,Group A,Munsu Football Stadium,Ulsan ,Uruguay,1,2,Denmark, ,30157,0,1,43950003
2002,01 Jun 2002 - 15:30 ,Group E,Niigata Stadium Big Swan,Niigata ,"rn"">Republic of Ireland",1,1,Cameroon, ,33679,0,1,43950002
2002,01 Jun 2002 - 20:30 ,Group E,Sapporo Dome,Sapporo ,Germany,8,0,Saudi Arabia, ,32218,4,0,43950004
2002,02 Jun 2002 - 14:30 ,Group F,Kashima Stadium,Ibaraki ,Argentina,1,0,Nigeria, ,34050,0,0,43950007
2002,02 Jun 2002 - 16:30 ,Group B,Busan Asiad Main Stadium,Busan ,Paraguay,2,2,South Africa, ,25186,1,0,43950006
2002,02 Jun 2002 - 18:30 ,Group F,Saitama Stadium 2002,Saitama ,England,1,1,Sweden, ,52721,1,0,43950005
2002,02 Jun 2002 - 20:30 ,Group B,Gwangju World Cup Stadium,Gwangju ,Spain,3,1,Slovenia, ,28598,1,0,43950008
2002,03 June 2002 - 18:00 ,Group C,Munsu Football Stadium,Ulsan ,Brazil,2,1,Turkey, ,33842,0,1,43950010
2002,03 Jun 2002 - 20:30 ,Group G,Sapporo Dome,Sapporo ,Italy,2,0,Ecuador, ,31081,2,0,43950011
2002,03 Jun 2002 - 15:30 ,Group G,Niigata Stadium Big Swan,Niigata ,Croatia,0,1,Mexico, ,32239,0,0,43950009
2002,04 June 2002 - 15:30 ,Group C,Gwangju World Cup Stadium,Gwangju ,China PR,0,2,Costa Rica, ,27217,0,0,43950012
2002,04 June 2002 - 18:00 ,Group H,Saitama Stadium 2002,Saitama ,Japan,2,2,Belgium, ,55256,0,0,43950013
2002,04 Jun 2002 - 20:30 ,Group D,Busan Asiad Main Stadium,Busan ,Korea Republic,2,0,Poland, ,48760,1,0,43950014
2002,05 Jun 2002 - 15:30 ,Group H,Kobe Wing Stadium,Kobe ,Russia,2,0,Tunisia, ,30957,0,0,43950015
2002,05 Jun 2002 - 18:00 ,Group D,Suwon World Cup Stadium,Suwon ,USA,3,2,Portugal, ,37306,3,1,43950016
2002,05 Jun 2002 - 20:30 ,Group E,Kashima Stadium,Ibaraki ,Germany,1,1,"rn"">Republic of Ireland", ,35854,1,0,43950017
2002,06 Jun 2002 - 15:30 ,Group A,Daegu World Cup Stadium,Daegu ,Denmark,1,1,Senegal, ,43500,1,0,43950020
2002,06 Jun 2002 - 18:00 ,Group E,Saitama Stadium 2002,Saitama ,Cameroon,1,0,Saudi Arabia, ,52328,0,0,43950019
2002,06 Jun 2002 - 20:30 ,Group A,Busan Asiad Main Stadium,Busan ,France,0,0,Uruguay, ,38289,0,0,43950018
2002,07 Jun 2002 - 15:30 ,Group F,Kobe Wing Stadium,Kobe ,Sweden,2,1,Nigeria, ,36194,1,1,43950021
2002,07 Jun 2002 - 20:30 ,Group F,Sapporo Dome,Sapporo ,Argentina,0,1,England, ,35927,0,1,43950023
2002,07 June 2002 - 18:00 ,Group B,Jeonju World Cup Stadium,Jeonju ,Spain,3,1,Paraguay, ,24000,0,1,43950022
2002,08 Jun 2002 - 15:30 ,Group B,Daegu World Cup Stadium,Daegu ,South Africa,1,0,Slovenia, ,47226,1,0,43950024
2002,08 Jun 2002 - 20:30 ,Group C,Jeju World Cup Stadium,Jeju ,Brazil,4,0,China PR, ,36750,3,0,43950026
2002,08 June 2002 - 18:00 ,Group G,Kashima Stadium,Ibaraki ,Italy,1,2,Croatia, ,36472,0,0,43950025
2002,09 Jun 2002 - 18:00 ,Group C,Incheon Football Stadium,Incheon ,Costa Rica,1,1,Turkey, ,42299,0,0,43950028
2002,09 Jun 2002 - 20:30 ,Group H,International Stadium Yokohama,Yokohama ,Japan,1,0,Russia, ,66108,0,0,43950029
2002,09 Jun 2002 - 15:30 ,Group G,Miyagi Stadium,Rifu ,Mexico,2,1,Ecuador, ,45610,1,1,43950027
2002,10 Jun 2002 - 15:30 ,Group D,Daegu World Cup Stadium,Daegu ,Korea Republic,1,1,USA, ,60778,0,1,43950030
2002,10 Jun 2002 - 20:30 ,Group D,Jeonju World Cup Stadium,Jeonju ,Portugal,4,0,Poland, ,31000,1,0,43950032
2002,10 Jun 2002 - 18:00 ,Group H,Oita Stadium Big Eye,Oita ,Tunisia,1,1,Belgium, ,39700,1,1,43950031
2002,11 Jun 2002 - 15:30 ,Group A,Incheon Football Stadium,Incheon ,Denmark,2,0,France, ,48100,1,0,43950033
2002,11 June 2002 - 15:30 ,Group A,Suwon World Cup Stadium,Suwon ,Senegal,3,3,Uruguay, ,33681,3,0,43950034
2002,11 Jun 2002 - 20:30 ,Group E,International Stadium Yokohama,Yokohama ,Saudi Arabia,0,3,"rn"">Republic of Ireland", ,65320,0,1,43950036
2002,11 Jun 2002 - 20:30 ,Group E,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0,2,Germany, ,47085,0,0,43950035
2002,12 Jun 2002 - 15:30 ,Group F,Miyagi Stadium,Rifu ,Sweden,1,1,Argentina, ,45777,0,0,43950037
2002,12 Jun 2002 - 15:30 ,Group F,Osaka Nagai Stadium,Osaka ,Nigeria,0,0,England, ,44864,0,0,43950038
2002,12 Jun 2002 - 20:30 ,Group B,Jeju World Cup Stadium,Jeju ,Slovenia,1,3,Paraguay, ,30176,1,0,43950040
2002,12 Jun 2002 - 20:30 ,Group B,Daejeon World Cup Stadium,Daejeon ,South Africa,2,3,Spain, ,31024,1,2,43950039
2002,13 Jun 2002 - 15:30 ,Group C,Suwon World Cup Stadium,Suwon ,Costa Rica,2,5,Brazil, ,38524,1,3,43950041
2002,13 Jun 2002 - 15:30 ,Group C,Seoul World Cup Stadium,Seoul ,Turkey,3,0,China PR, ,43605,2,0,43950042
2002,13 Jun 2002 - 20:30 ,Group G,International Stadium Yokohama,Yokohama ,Ecuador,1,0,Croatia, ,65862,0,0,43950044
2002,13 Jun 2002 - 20:30 ,Group G,Oita Stadium Big Eye,Oita ,Mexico,1,1,Italy, ,39291,1,0,43950043
2002,14 Jun 2002 - 15:30 ,Group H,Osaka Nagai Stadium,Osaka ,Tunisia,0,2,Japan, ,45213,0,0,43950045
2002,14 Jun 2002 - 20:30 ,Group D,Incheon Football Stadium,Incheon ,Portugal,0,1,Korea Republic, ,50239,0,0,43950047
2002,14 Jun 2002 - 20:30 ,Group D,Daejeon World Cup Stadium,Daejeon ,Poland,3,1,USA, ,26482,2,0,43950048
2002,14 Jun 2002 - 15:30 ,Group H,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3,2,Russia, ,46640,1,0,43950046
2002,15 Jun 2002 - 20:30 ,Round of 16,Niigata Stadium Big Swan,Niigata ,Denmark,0,3,England, ,40582,0,3,43950050
2002,15 Jun 2002 - 15:30 ,Round of 16,Jeju World Cup Stadium,Jeju ,Germany,1,0,Paraguay, ,25176,0,0,43950049
2002,16 Jun 2002 - 20:30 ,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1,1,"rn"">Republic of Ireland",Spain win on penalties (3 - 2) ,38926,0,0,43950052
2002,16 Jun 2002 - 15:30 ,Round of 16,Oita Stadium Big Eye,Oita ,Sweden,1,2,Senegal,Win on Golden Goal ,39747,0,0,43950051
2002,17 Jun 2002 - 20:30 ,Round of 16,Kobe Wing Stadium,Kobe ,Brazil,2,0,Belgium, ,40440,0,0,43950054
2002,17 June 2002 - 15:30 ,Round of 16,Jeonju World Cup Stadium,Jeonju ,Mexico,0,2,USA, ,36380,0,1,43950053
2002,18 Jun 2002 - 15:30 ,Round of 16,Miyagi Stadium,Rifu ,Japan,0,1,Turkey, ,45666,0,1,43950055
2002,18 Jun 2002 - 20:30 ,Round of 16,Daejeon World Cup Stadium,Daejeon ,Korea Republic,2,1,Italy,Win on Golden Goal ,38588,0,0,43950056
2002,21 Jun 2002 - 15:30 ,Quarter-finals,Shizuoka Stadium Ecopa,Shizuoka ,England,1,2,Brazil, ,47436,1,1,43950057
2002,21 Jun 2002 - 20:30 ,Quarter-finals,Munsu Football Stadium,Ulsan ,Germany,1,0,USA, ,37337,1,0,43950058
2002,22 Jun 2002 - 20:30 ,Quarter-finals,Osaka Nagai Stadium,Osaka ,Senegal,0,1,Turkey,Win on Golden Goal ,44233,0,0,43950060
2002,22 Jun 2002 - 15:30 ,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Spain,0,0,Korea Republic,Korea Republic win on penalties (3 - 5) ,42114,0,0,43950059
2002,25 Jun 2002 - 20:30 ,Semi-finals,Seoul World Cup Stadium,Seoul ,Germany,1,0,Korea Republic, ,65256,0,0,43950061
2002,26 Jun 2002 - 20:30 ,Semi-finals,Saitama Stadium 2002,Saitama ,Brazil,1,0,Turkey, ,61058,0,0,43950062
2002,29 Jun 2002 - 20:00 ,Third place,Daegu World Cup Stadium,Daegu ,Korea Republic,2,3,Turkey, ,63483,1,3,43950063
2002,30 Jun 2002 - 20:00 ,Final,International Stadium Yokohama,Yokohama ,Germany,0,2,Brazil, ,69029,0,0,43950064
2006,09 Jun 2006 - 18:00 ,Group A,"FIFA World Cup Stadium, Munich",Munich ,Germany,4,2,Costa Rica, ,66000,2,1,97410001
2006,09 Jun 2006 - 21:00 ,Group A,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Poland,0,2,Ecuador, ,52000,0,1,97410002
2006,10 Jun 2006 - 15:00 ,Group B,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,England,1,0,Paraguay, ,48000,1,0,97410003
2006,10 Jun 2006 - 18:00 ,Group B,"FIFA World Cup Stadium, Dortmund",Dortmund ,"rn"">Trinidad and Tobago",0,0,Sweden, ,62959,0,0,97410004
2006,10 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Hamburg",Hamburg ,Argentina,2,1,C�te d'Ivoire, ,49480,2,0,97410005
2006,11 Jun 2006 - 15:00 ,Group C,Zentralstadion,Leipzig ,"rn"">Serbia and Montenegro",0,1,Netherlands, ,43000,0,1,97410006
2006,11 Jun 2006 - 18:00 ,Group D,Franken-Stadion,Nuremberg ,Mexico,3,1,Iran, ,41000,1,1,97410007
2006,11 Jun 2006 - 21:00 ,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Angola,0,1,Portugal, ,45000,0,1,97410008
2006,12 Jun 2006 - 15:00 ,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Australia,3,1,Japan, ,46000,0,1,97410012
2006,12 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,USA,0,3,Czech Republic, ,52000,0,2,97410010
2006,12 Jun 2006 - 21:00 ,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Italy,2,0,Ghana, ,43000,1,0,97410009
2006,13 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Korea Republic,2,1,Togo, ,48000,0,1,97410014
2006,13 Jun 2006 - 18:00 ,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,France,0,0,Switzerland, ,52000,0,0,97410013
2006,13 Jun 2006 - 21:00 ,Group F,Olympiastadion,Berlin ,Brazil,1,0,Croatia, ,72000,1,0,97410011
2006,14 Jun 2006 - 15:00 ,Group H,Zentralstadion,Leipzig ,Spain,4,0,Ukraine, ,43000,2,0,97410015
2006,14 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Tunisia,2,2,Saudi Arabia, ,66000,1,0,97410016
2006,14 Jun 2006 - 21:00 ,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,1,0,Poland, ,65000,0,0,97410017
2006,15 Jun 2006 - 15:00 ,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Ecuador,3,0,Costa Rica, ,50000,1,0,97410018
2006,15 Jun 2006 - 18:00 ,Group B,Franken-Stadion,Nuremberg ,England,2,0,"rn"">Trinidad and Tobago", ,41000,0,0,97410019
2006,15 Jun 2006 - 21:00 ,Group B,Olympiastadion,Berlin ,Sweden,1,0,Paraguay, ,72000,0,0,97410020
2006,16 Jun 2006 - 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Argentina,6,0,"rn"">Serbia and Montenegro", ,52000,3,0,97410021
2006,16 Jun 2006 - 18:00 ,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Netherlands,2,1,C�te d'Ivoire, ,52000,2,1,97410022
2006,16 Jun 2006 - 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Mexico,0,0,Angola, ,43000,0,0,97410023
2006,17 Jun 2006 - 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Portugal,2,0,IR Iran, ,48000,0,0,97410024
2006,17 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Czech Republic,0,2,Ghana, ,45000,0,1,97410026
2006,17 Jun 2006 - 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1,1,USA, ,46000,1,1,97410025
2006,18 Jun 2006 - 15:00 ,Group F,Franken-Stadion,Nuremberg ,Japan,0,0,Croatia, ,41000,0,0,97410028
2006,18 Jun 2006 - 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Brazil,2,0,Australia, ,66000,0,0,97410027
2006,18 Jun 2006 - 21:00 ,Group G,Zentralstadion,Leipzig ,France,1,1,Korea Republic, ,43000,1,0,97410029
2006,19 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Togo,0,2,Switzerland, ,65000,0,1,97410030
2006,19 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Saudi Arabia,0,4,Ukraine, ,50000,0,2,97410032
2006,19 Jun 2006 - 21:00 ,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Spain,3,1,Tunisia, ,52000,0,1,97410031
2006,20 Jun 2006 - 16:00 ,Group A,Olympiastadion,Berlin ,Ecuador,0,3,Germany, ,72000,0,2,97410033
2006,20 Jun 2006 - 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Costa Rica,1,2,Poland, ,43000,1,1,97410034
2006,20 Jun 2006 - 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Sweden,2,2,England, ,45000,0,1,97410035
2006,20 Jun 2006 - 21:00 ,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Paraguay,2,0,"rn"">Trinidad and Tobago", ,46000,1,0,97410036
2006,21 Jun 2006 - 16:00 ,Group D,Zentralstadion,Leipzig ,Iran,1,1,Angola, ,38000,0,0,97410040
2006,21 Jun 2006 - 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Portugal,2,1,Mexico, ,52000,2,1,97410039
2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Netherlands,0,0,Argentina, ,48000,0,0,97410037
2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,C�te d'Ivoire,3,2,"rn"">Serbia and Montenegro", ,66000,1,2,97410038
2006,22 Jun 2006 - 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Czech Republic,0,2,Italy, ,50000,0,1,97410041
2006,22 Jun 2006 - 16:00 ,Group E,Franken-Stadion,Nuremberg ,Ghana,2,1,USA, ,41000,2,1,97410042
2006,22 Jun 2006 - 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Japan,1,4,Brazil, ,65000,1,1,97410043
2006,22 Jun 2006 - 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Croatia,2,2,Australia, ,52000,1,1,97410044
2006,23 Jun 2006 - 16:00 ,Group H,Olympiastadion,Berlin ,Ukraine,1,0,Tunisia, ,72000,0,0,97410048
2006,23 Jun 2006 - 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Saudi Arabia,0,1,Spain, ,46000,0,1,97410047
2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Togo,0,2,France, ,45000,0,0,97410045
2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Switzerland,2,0,Korea Republic, ,43000,1,0,97410046
2006,24 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,2,0,Sweden, ,66000,2,0,97410049
2006,24 Jun 2006 - 21:00 ,Round of 16,Zentralstadion,Leipzig ,Argentina,2,1,Mexico,Argentina win after extra time ,43000,0,0,97410050
2006,25 Jun 2006 - 17:00 ,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,England,1,0,Ecuador, ,52000,0,0,97410051
